Tag,Site_Code,Deploy_Site,Deploy_Latitude,Deploy_Longitude,Species_Code,Common_Name,Species_Name,Sex,DeployDate,FieldYear
1906,COPA,Copacabana,-62.178,-58.446,CHPE,Chinstrap penguin,Pygoscelis antarcticus,2,1/26/2012,2012
1915,COPA,Copacabana,-62.178,-58.446,CHPE,Chinstrap penguin,Pygoscelis antarcticus,2,1/26/2012,2012
1925,COPA,Copacabana,-62.178,-58.446,CHPE,Chinstrap penguin,Pygoscelis antarcticus,1,1/26/2012,2012
1928,COPA,Copacabana,-62.178,-58.446,CHPE,Chinstrap penguin,Pygoscelis antarcticus,1,1/26/2012,2012
1936,COPA,Copacabana,-62.178,-58.446,CHPE,Chinstrap penguin,Pygoscelis antarcticus,2,1/26/2012,2012
1939,COPA,Copacabana,-62.178,-58.446,CHPE,Chinstrap penguin,Pygoscelis antarcticus,1,1/26/2012,2012
1942,COPA,Copacabana,-62.178,-58.446,CHPE,Chinstrap penguin,Pygoscelis antarcticus,1,1/26/2012,2012
1954,COPA,Copacabana,-62.178,-58.446,CHPE,Chinstrap penguin,Pygoscelis antarcticus,2,1/26/2012,2012
1955,COPA,Copacabana,-62.178,-58.446,CHPE,Chinstrap penguin,Pygoscelis antarcticus,1,1/26/2012,2012
1959,COPA,Copacabana,-62.178,-58.446,CHPE,Chinstrap penguin,Pygoscelis antarcticus,1,1/26/2012,2012
1964,COPA,Copacabana,-62.178,-58.446,CHPE,Chinstrap penguin,Pygoscelis antarcticus,1,1/26/2012,2012
1977,COPA,Copacabana,-62.178,-58.446,CHPE,Chinstrap penguin,Pygoscelis antarcticus,2,1/26/2012,2012
2204,COPA,Copacabana,-62.178,-58.446,CHPE,Chinstrap penguin,Pygoscelis antarcticus,2,1/26/2012,2012
2213,COPA,Copacabana,-62.178,-58.446,CHPE,Chinstrap penguin,Pygoscelis antarcticus,2,1/26/2012,2012
1890,COPA,Copacabana,-62.178,-58.446,BRSK,Brown skua,Stercorarius antarcticus,2,1/28/2012,2012
1881,COPA,Copacabana,-62.178,-58.446,BRSK,Brown skua,Stercorarius antarcticus,2,2/1/2012,2012
1909,COPA,Copacabana,-62.178,-58.446,BRSK,Brown skua,Stercorarius antarcticus,1,2/1/2012,2012
1979,COPA,Copacabana,-62.178,-58.446,BRSK,Brown skua,Stercorarius antarcticus,2,2/1/2012,2012
